5	37	12154	An Dương

5	37	273	An Đồng

5	37	12242	An Hải

5	37	281	An Hòa

5	37	283	An Hồng

5	37	284	An Hưng

5	37	278	Bắc Sơn

5	37	282	Đại Bản

5	37	288	Đặng Cương

5	37	276	Đồng Thái

5	37	285	Hồng phong

5	37	11962	Hồng Tiến

5	37	275	Hồng Thái

5	37	286	Lê Lợi

5	37	279	Lê Thiên

5	37	277	Nam Sơn

5	37	287	Quốc Tuấn

5	37	272	Tân Tiến

5	38	414	An Lão

5	38	419	An Tiến

5	38	430	An Thái

5	38	431	An Thắng

5	38	429	An Thọ

5	38	416	Bát Trang

5	38	428	Chiến Thắng

5	38	427	Mỹ Đức

5	38	420	Quang Hưng

5	38	421	Quang Trung

5	38	422	Quốc Tuấn

5	38	424	Tân Dân

5	38	426	Tân Viên

5	38	425	Thái Sơn

5	38	415	Trường Sơn

5	38	418	Trường Thành

5	38	417	Trường Thọ

5	40	432	Cát Bà

5	40	433	Cát Hải

5	40	435	Đồng Bài

5	40	439	Gia Luận

5	40	440	Hiền Hào

5	40	436	Hoàng Châu

5	40	434	Nghĩa Lộ

5	40	438	Phù Long

5	40	441	Trân Châu

5	40	437	Văn Phong

5	40	442	Việt Hải

5	40	443	Xuân Đám

5	31	296	Anh Dũng

5	31	298	Đa Phúc

5	31	299	Hải Thành

5	31	300	Hòa Nghĩa

5	31	297	Hưng Đạo

5	31	301	Tân Thành

5	30	291	Bàng La

5	30	289	Hợp Đức

5	30	290	Minh Đức

5	30	293	Ngọc Hải

5	30	292	Ngọc Xuyên

5	30	295	Vạn Hương

5	30	294	Vạn Sơn

5	32	12238	An Khê

5	32	351	Cát Bi

5	32	354	Đằng Hải

5	32	355	Đằng Lâm

5	32	352	Đông Hải 1

5	32	353	Đông Hải 2

5	32	356	Nam Hải

5	32	357	Thành Tô

5	32	358	Tràng Cát

5	33	341	Hạ Lý

5	33	12153	Hoàng Văn Thụ

5	33	344	Hùng Vương

5	33	347	Minh Khai

5	33	346	Phạm Hồng Thái

5	33	348	Phan Bội Châu

5	33	342	Quán Toan

5	33	349	Quang Trung

5	33	350	Sở Dầu

5	33	345	Thượng Lý

5	33	343	Trại Chuối

5	34	333	Bắc Sơn

5	34	331	Đồng Hòa

5	34	330	Lãm Hà

5	34	12141	Lãm Khê

5	34	335	Nam Sơn

5	34	336	Ngọc Sơn

5	34	338	Phù Liễn

5	34	332	Quán Trữ

5	34	334	Trần Thành Ngọ

5	34	337	Tràng Minh

5	34	339	Văn Đẩu

5	41	364	Du Lễ

5	41	12247	Đa Phúc

5	41	361	Đại Đồng

5	41	369	Đại Hà

